,id,name,genre_google,artist,genre_wiki,genre_merge
179,286,Peter Tosh,"['r&b/soul', 'reggae']",peter tosh,,"['r&b/soul', 'reggae']"
180,287,Monica,"['r&b/soul', 'christian']",monica,,"['r&b/soul', 'christian']"
181,288,Rihanna,"['electronic dance music', 'dance/electronic']",rihanna,,"['electronic dance music', 'dance/electronic']"
182,290,Jordin Sparks,"['country music', 'pop', 'r&b/soul']",jordin sparks,,"['country music', 'pop', 'r&b/soul']"
183,292,Christina Aguilera,"['hip-hop/rap', 'dance/electronic']",christina aguilera,,"['hip-hop/rap', 'dance/electronic']"
184,298,Lily Allen,"['pop music', 'electropop', 'reggae', 'contemporary r&b']",lily allen,,"['pop music', 'electropop', 'reggae', 'contemporary r&b']"
185,301,Alicia Keys,"['contemporary r&b', 'soul music', 'pop music', 'hip hop music']",alicia keys,,"['contemporary r&b', 'soul music', 'pop music', 'hip hop music']"
186,304,David Archuleta,"['pop', 'christian']",david archuleta,['pop music'],"['pop', 'christian', 'pop music']"
187,306,Black Eyed Peas,"['electronic dance music', 'dance/electronic']",black eyed peas,"['dance-pop', 'pop music', 'contemporary r&b', 'pop-rap', 'electropop', 'hip hop music']","['electronic dance music', 'dance/electronic', 'dance-pop', 'pop music', 'contemporary r&b', 'pop-rap', 'electropop', 'hip hop music']"
188,307,Kate Voegele,,kate voegele,"['folk-pop', 'pop rock', 'pop music']","['folk-pop', 'pop rock', 'pop music']"
189,308,Kat DeLuna,,kat deluna,"['hip hop music', 'latin music (genre)', 'contemporary r&b', 'dancehall']","['hip hop music', 'latin music (genre)', 'contemporary r&b', 'dancehall']"
190,309,Danity Kane,"['electronic dance music', 'pop']",danity kane,"['dance music', 'contemporary r&b', 'pop music', 'hip hop music']","['electronic dance music', 'pop', 'dance music', 'contemporary r&b', 'pop music', 'hip hop music']"
191,310,Nelly Furtado,"['pop music', 'contemporary r&b', 'worldbeat']",nelly furtado,,"['pop music', 'contemporary r&b', 'worldbeat']"
192,311,Natasha Bedingfield,,natasha bedingfield,"['hip hop music', 'blue-eyed soul', 'contemporary r&b', 'pop music']","['hip hop music', 'blue-eyed soul', 'contemporary r&b', 'pop music']"
193,312,Cassie,"['pop music', 'hip hop music']",cassie,,"['pop music', 'hip hop music']"
194,313,Allison Iraheta,,allison iraheta,['pop rock'],['pop rock']
195,317,Keri Hilson,,keri hilson,['contemporary r&b'],['contemporary r&b']
196,320,Fergie,"['contemporary r&b', 'pop music', 'hip hop music']",fergie,,"['contemporary r&b', 'pop music', 'hip hop music']"
197,321,Jonas Brothers,,jonas brothers,"['pop rock', 'pop punk', 'power pop']","['pop rock', 'pop punk', 'power pop']"
198,324,Cobra Starship,"['electronic dance music', 'alternative/indie']",cobra starship,"['dance-pop', 'alternative rock', 'pop punk', 'synthpop', 'alternative dance']","['electronic dance music', 'alternative/indie', 'dance-pop', 'alternative rock', 'pop punk', 'synthpop', 'alternative dance']"
199,325,Ashley Tisdale,"['pop', 'hip-hop/rap']",ashley tisdale,,"['pop', 'hip-hop/rap']"
200,326,JoJo,"['adventure fiction', 'fantasy', 'occult fiction']",jojo,,"['adventure fiction', 'fantasy', 'occult fiction']"
201,330,T.I.,"['hip hop music', 'trap music']",t.i.,,"['hip hop music', 'trap music']"
202,332,Kelly Rowland,"['contemporary r&b', 'pop music', 'hip hop music', 'soul music', 'dance-pop']",kelly rowland,,"['contemporary r&b', 'pop music', 'hip hop music', 'soul music', 'dance-pop']"
203,335,Sandy,"['pop music', 'contemporary folk music', 'pop rock']",sandy,,"['pop music', 'contemporary folk music', 'pop rock']"
204,339,Fady Maalouf,,fady maalouf,['crossover (music)'],['crossover (music)']
205,340,Cher,"['country music', 'electronic dance music', 'dance/electronic', 'traditional pop']",cher,,"['country music', 'electronic dance music', 'dance/electronic', 'traditional pop']"
206,343,Annett Louisan,"['chanson', 'pop']",annett louisan,['chanson'],"['chanson', 'pop', 'chanson']"
207,344,Taylor Swift,"['country music', 'pop']",taylor swift,,"['country music', 'pop']"
208,346,Lena,"['pop music', 'indie pop']",lena,,"['pop music', 'indie pop']"
209,347,Cassandra Steen,,cassandra steen,"['soul music', 'r&b']","['soul music', 'r&b']"
210,348,Wir sind Helden,,wir sind helden,"['pop rock', 'alternative rock', 'pop music']","['pop rock', 'alternative rock', 'pop music']"
211,350,Monrose,,monrose,"['dance-pop', 'contemporary r&b', 'pop music']","['dance-pop', 'contemporary r&b', 'pop music']"
212,352,Cheryl Cole,"['pop', 'electronic dance music', 'dance/electronic']",cheryl cole,,"['pop', 'electronic dance music', 'dance/electronic']"
213,353,Milow,"['pop', 'latin urbano']",milow,['acoustic music'],"['pop', 'latin urbano', 'acoustic music']"
214,356,Brad Paisley,"['country music', 'country']",brad paisley,['country music'],"['country music', 'country', 'country music']"
215,357,Silbermond,,silbermond,"['german rock', 'alternative rock', 'pop rock']","['german rock', 'alternative rock', 'pop rock']"
216,358,Diyana,['pop'],diyana,,['pop']
217,359,Maria Mena,"['pop', 'r&b/soul']",maria mena,['folk music'],"['pop', 'r&b/soul', 'folk music']"
218,362,A Fine Frenzy,"['alternative/indie', 'pop']",a fine frenzy,,"['alternative/indie', 'pop']"
219,364,Sugarland,"['country music', 'country']",sugarland,['country music'],"['country music', 'country', 'country music']"
220,365,Christina Stürmer,,christina stürmer,"['pop rock', 'rock music', 'pop music']","['pop rock', 'rock music', 'pop music']"
221,366,Jack Johnson,"['acoustic music', 'easy listening', 'folk rock', 'reggae']",jack johnson,,"['acoustic music', 'easy listening', 'folk rock', 'reggae']"
222,367,BIG BANG,"['electronic dance music', 'alternative/indie', 'pop']",big bang,,"['electronic dance music', 'alternative/indie', 'pop']"
223,369,2PM,"['electronic dance music', 'hip-hop/rap', 'pop']",2pm,"['hip hop music', 'k-pop', 'electronic music', 'contemporary r&b']","['electronic dance music', 'hip-hop/rap', 'pop', 'hip hop music', 'k-pop', 'electronic music', 'contemporary r&b']"
224,370,Katatonia,"['progressive metal', 'rock']",katatonia,"['doom metal', 'death-doom', 'dark rock', 'progressive metal', 'progressive rock']","['progressive metal', 'rock', 'doom metal', 'death-doom', 'dark rock', 'progressive metal', 'progressive rock']"
225,373,Jay Park,,jay park,"['korean hip hop', 'contemporary r&b']","['korean hip hop', 'contemporary r&b']"
226,376,UVERworld,,uverworld,"['pop rock', 'alternative rock', 'rap rock', 'hip hop music', 'jazz fusion', 'rock music', 'j-pop', 'industrial music']","['pop rock', 'alternative rock', 'rap rock', 'hip hop music', 'jazz fusion', 'rock music', 'j-pop', 'industrial music']"
227,377,Linkin Park,"['electronic dance music', 'alternative/indie', 'dance/electronic']",linkin park,"['alternative rock', 'electronic rock', 'nu metal', 'pop rock', 'rap rock', 'alternative metal']","['electronic dance music', 'alternative/indie', 'dance/electronic', 'alternative rock', 'electronic rock', 'nu metal', 'pop rock', 'rap rock', 'alternative metal']"
228,378,Evanescence,"['rock', 'dance/electronic']",evanescence,,"['rock', 'dance/electronic']"
229,380,Blackmore's Night,,blackmore's night,"['medieval folk rock', 'folk rock', 'celtic rock']","['medieval folk rock', 'folk rock', 'celtic rock']"
230,382,BUCK-TICK,"['rock', 'dance/electronic']",buck-tick,"['industrial rock', 'post-punk', 'gothic rock', 'alternative rock', 'punk rock']","['rock', 'dance/electronic', 'industrial rock', 'post-punk', 'gothic rock', 'alternative rock', 'punk rock']"
231,383,Bad Religion,,bad religion,"['melodic hardcore', 'punk rock', 'hardcore punk', 'skate punk']","['melodic hardcore', 'punk rock', 'hardcore punk', 'skate punk']"
232,384,Fairuz,,fairuz,"['arabic music', 'lebanese music']","['arabic music', 'lebanese music']"
233,386,Cascada,,cascada,['eurodance'],['eurodance']
234,387,TRAX,"['electronic dance music', 'pop']",trax,,"['electronic dance music', 'pop']"
235,388,B2ST,"['pop', 'rock', 'dance/electronic', 'hip-hop/rap', 'j-pop', 'metal']",b2st,,"['pop', 'rock', 'dance/electronic', 'hip-hop/rap', 'j-pop', 'metal']"
236,389,Enya,,enya,"['new-age music', 'world music', 'celtic music', 'pop music']","['new-age music', 'world music', 'celtic music', 'pop music']"
237,390,GACKT,,gackt,"['rock music', 'pop music']","['rock music', 'pop music']"
238,391,Sinamore,,sinamore,['gothic metal'],['gothic metal']
239,393,Super Junior,"['pop', 'dance/electronic']",super junior,"['k-pop', 'dance-pop', 'contemporary r&b', 'hip hop music', 'electronic music']","['pop', 'dance/electronic', 'k-pop', 'dance-pop', 'contemporary r&b', 'hip hop music', 'electronic music']"
240,400,2NE1,"['electronic dance music', 'pop']",2ne1,"['dance-pop', 'k-pop', 'hip hop music', 'electropop', 'contemporary r&b']","['electronic dance music', 'pop', 'dance-pop', 'k-pop', 'hip hop music', 'electropop', 'contemporary r&b']"
241,401,RENTRER EN SOI,,rentrer en soi,"['progressive rock', 'alternative rock', 'gothic rock', 'metalcore']","['progressive rock', 'alternative rock', 'gothic rock', 'metalcore']"
242,403,The All-American Rejects,,the all-american rejects,"['pop rock', 'alternative rock', 'emo', 'pop punk', 'emo pop', 'power pop']","['pop rock', 'alternative rock', 'emo', 'pop punk', 'emo pop', 'power pop']"
243,405,The Rasmus,,the rasmus,"['alternative metal', 'symphonic rock', 'soft rock', 'funk rock', 'gothic rock', 'rock music', 'hard rock', 'pop rock', 'alternative rock']","['alternative metal', 'symphonic rock', 'soft rock', 'funk rock', 'gothic rock', 'rock music', 'hard rock', 'pop rock', 'alternative rock']"
244,407,Akira Yamaoka,"['ambient music', 'dark ambient', 'industrial music', 'trip hop', 'alternative rock', 'video game music']",akira yamaoka,"['alternative rock', 'trip hop', 'dark ambient', 'ambient music', 'industrial music', 'video game music']","['ambient music', 'dark ambient', 'industrial music', 'trip hop', 'alternative rock', 'video game music', 'alternative rock', 'trip hop', 'dark ambient', 'ambient music', 'industrial music', 'video game music']"
245,412,blink-182,,blink-182,"['skate punk', 'pop punk', 'punk rock', 'alternative rock']","['skate punk', 'pop punk', 'punk rock', 'alternative rock']"
246,419,Tokyo Police Club,"['alternative/indie', 'rock']",tokyo police club,"['alternative rock', 'indie rock', 'post-punk revival']","['alternative/indie', 'rock', 'alternative rock', 'indie rock', 'post-punk revival']"
247,420,The Kills,,the kills,"['indie rock', 'garage rock', 'blues rock', 'lo-fi music']","['indie rock', 'garage rock', 'blues rock', 'lo-fi music']"
248,421,Móveis Coloniais de Acaju,,móveis coloniais de acaju,"['ska', 'indie rock']","['ska', 'indie rock']"
249,423,Bat for Lashes,"['dance/electronic', 'rock']",bat for lashes,"['dream pop', 'baroque pop', 'art pop', 'folktronica', 'indie pop', 'synth-pop']","['dance/electronic', 'rock', 'dream pop', 'baroque pop', 'art pop', 'folktronica', 'indie pop', 'synth-pop']"
250,424,The Strokes,,the strokes,"['post-punk revival', 'indie rock', 'garage rock revival']","['post-punk revival', 'indie rock', 'garage rock revival']"
251,425,Yeah Yeah Yeahs,,yeah yeah yeahs,"['dance-punk', 'garage rock', 'indie rock', 'art punk', 'post-punk revival', 'garage punk (fusion genre)']","['dance-punk', 'garage rock', 'indie rock', 'art punk', 'post-punk revival', 'garage punk (fusion genre)']"
252,426,Rilo Kiley,,rilo kiley,"['emo music', 'indie rock', 'indie pop']","['emo music', 'indie rock', 'indie pop']"
253,427,The Cribs,,the cribs,"['garage rock', 'alternative rock', 'indie rock', 'punk rock', 'lo-fi music', 'power pop', 'post-punk revival']","['garage rock', 'alternative rock', 'indie rock', 'punk rock', 'lo-fi music', 'power pop', 'post-punk revival']"
254,428,The Libertines,,the libertines,"['garage rock', 'punk rock', 'post-punk revival', 'indie rock']","['garage rock', 'punk rock', 'post-punk revival', 'indie rock']"
255,429,The Smiths,"['rock', 'pop']",the smiths,"['indie rock', 'post-punk', 'jangle pop', 'alternative rock']","['rock', 'pop', 'indie rock', 'post-punk', 'jangle pop', 'alternative rock']"
256,430,Kate Nash,,kate nash,"['indie rock', 'indie pop', 'grunge', 'garage punk (fusion genre)']","['indie rock', 'indie pop', 'grunge', 'garage punk (fusion genre)']"
257,431,Wolf Parade,,wolf parade,"['indie rock', 'post-punk revival']","['indie rock', 'post-punk revival']"
258,432,Klaxons,,klaxons,"['dance-punk', 'indie rock', 'electronic rock', 'post-punk revival', 'new rave']","['dance-punk', 'indie rock', 'electronic rock', 'post-punk revival', 'new rave']"
259,433,Broken Social Scene,,broken social scene,"['indie rock', 'soul music', 'post-rock', 'experimental rock', 'noise pop']","['indie rock', 'soul music', 'post-rock', 'experimental rock', 'noise pop']"
260,435,Black Lips,,black lips,"['garage punk (fusion genre)', 'psychedelic rock', 'indie rock', 'garage rock', 'lo-fi music', 'punk rock']","['garage punk (fusion genre)', 'psychedelic rock', 'indie rock', 'garage rock', 'lo-fi music', 'punk rock']"
261,436,The Smashing Pumpkins,,the smashing pumpkins,['alternative rock'],['alternative rock']
262,437,She & Him,,she & him,"['alternative country', 'indie pop', 'indie folk']","['alternative country', 'indie pop', 'indie folk']"
263,439,Los Hermanos,"['pop', 'rock']",los hermanos,"['skacore', 'm?sica popular brasileira', 'indie rock', 'alternative rock']","['pop', 'rock', 'skacore', 'm?sica popular brasileira', 'indie rock', 'alternative rock']"
264,440,Animal Collective,"['dance/electronic', 'alternative/indie']",animal collective,,"['dance/electronic', 'alternative/indie']"
265,441,Joy Division,,joy division,"['gothic rock', 'post-punk']","['gothic rock', 'post-punk']"
266,442,The Tallest Man on Earth,,the tallest man on earth,"['folk music', 'indie folk']","['folk music', 'indie folk']"
267,443,The Rakes,,the rakes,"['art punk', 'post-punk revival', 'indie rock', 'dance-punk', 'art rock']","['art punk', 'post-punk revival', 'indie rock', 'dance-punk', 'art rock']"
268,444,múm,,múm,['experimental pop'],['experimental pop']
269,445,Bon Iver,,bon iver,"['folktronica', 'art pop', 'indie folk']","['folktronica', 'art pop', 'indie folk']"
270,446,Ra Ra Riot,,ra ra riot,"['baroque pop', 'indie rock']","['baroque pop', 'indie rock']"
271,447,Manu Chao,,manu chao,"['ska', 'reggae', 'latin alternative', 'worldbeat']","['ska', 'reggae', 'latin alternative', 'worldbeat']"
272,448,Art Brut,,art brut,"['art punk', 'indie rock', 'britpop']","['art punk', 'indie rock', 'britpop']"
273,449,Poney Express,"['action', 'western', 'action/adventure']",poney express,,"['action', 'western', 'action/adventure']"
274,450,She Wants Revenge,"['electronic dance music', 'dance/electronic', 'rock']",she wants revenge,"['post-punk revival', 'gothic rock']","['electronic dance music', 'dance/electronic', 'rock', 'post-punk revival', 'gothic rock']"
275,451,Local Natives,,local natives,['indie rock'],['indie rock']
276,452,Mundo Livre S/A,"['pop', 'rock']",mundo livre s/a,['mangue bit'],"['pop', 'rock', 'mangue bit']"
277,453,Silverchair,,silverchair,"['alternative rock', 'grunge', 'art rock']","['alternative rock', 'grunge', 'art rock']"
278,454,Jónsi,"['alternative/indie', 'dance/electronic']",jónsi,"['worldbeat', 'avant-rock', 'contemporary classical music', 'ambient music']","['alternative/indie', 'dance/electronic', 'worldbeat', 'avant-rock', 'contemporary classical music', 'ambient music']"
279,455,Backstreet Boys,,backstreet boys,"['teen pop', 'pop music', 'contemporary r&b', 'pop rock', 'adult contemporary music', 'dance-pop']","['teen pop', 'pop music', 'contemporary r&b', 'pop rock', 'adult contemporary music', 'dance-pop']"
