Column1,Column2
aphex_twin,"['Ambient_music', 'Experimental_music', 'Intelligent_dance_music', 'Electronic_music', 'Techno']"
kings_of_convenience,"['Indie_pop', 'Indie_folk']"
beastie_boys,"['Rap_rock', 'Hip_hop_music', 'Jazz-funk', 'Alternative_hip_hop', 'Hardcore_punk', 'Alternative_rock']"
josé_gonzález,
jethro_tull,
tortoise,
nick_drake,"['Folk_rock', 'Folk_music']"
miles_davis,['Jazz']
the_sea_and_cake,"['Indie_rock', 'Jazz_fusion']"
talking_heads,"['Avant-funk', 'New_wave_music', 'Worldbeat', 'Art_pop', 'Post-punk']"
john_coltrane,"['Free_jazz', 'Avant-garde_jazz', 'Hard_bop', 'Modal_jazz']"
pearl_jam,"['Hard_rock', 'Grunge', 'Alternative_rock']"
elliott_smith,"['Indie_folk', 'Lo-fi_music', 'Indie_pop', 'Indie_rock']"
squarepusher,"['Intelligent_dance_music', 'Jazz_fusion', 'Drum_and_bass']"
the_roots,"['Alternative_hip_hop', 'Neo_soul', 'Hip_hop_music', 'Jazz_rap']"
belle_and_sebastian,"['Folk_rock', 'Chamber_pop', 'Indie_pop']"
a_tribe_called_quest,"['Alternative_hip_hop', 'East_Coast_hip_hop', 'Hip_hop_music', 'Jazz_rap']"
pulp,
the_album_leaf,"['Post-rock', 'Ambient_music', 'Electronic_music']"
sufjan_stevens,"['Baroque_pop', 'Indie_folk', 'Electronica', 'Indie_rock']"
clogs,
great_lake_swimmers,"['Independent_music', 'Folk_rock']"
thelonious_monk,"['Bebop', 'Hard_bop', 'Jazz', 'Cool_jazz']"
a.a._bondy,
saint_etienne,
andrew_york,
of_montreal,
neil_young,
einstürzende_neubauten,
explosions_in_the_sky,"['Post-rock', 'Instrumental_rock']"
ornette_coleman,"['Jazz_fusion', 'Avant-garde_jazz', 'Free_jazz', 'Free_funk']"
???????_????????????,
teen_angels,"['Pop_rock', 'Latin_pop', 'Dance-pop', 'Pop_music']"
ivi_adamou,
helena_paparizou,
kalomoira,
milan_stankovi?,"['Pop-rap', 'Turbo-folk', 'Dance-pop', 'Electropop']"
????_?????,
laura_pausini,
banghra,['Latin_Pop']
nikolas_metaxas,['Alternative_rock']
inna,
stavento,"['Contemporary_R&B', 'Hip_Hop_music']"
rbd,"['Latin_pop', 'Pop_rock', 'Contemporary_R&B', 'Dance-pop', 'Pop_music']"
eleftheria_eleftheriou,"['Pop_music', 'Dance_music']"
antonis_remos,"['La?ko', 'Zeibekiko']"
d'nash,"['Dance-pop', 'Dance_music', 'Rhythm_and_blues']"
giorgos_papadopoulos,['Pop_music']
funky_g,"['Dance_music', 'Pop-folk']"
hadise,
watch_tower_bible_and_tract_society_of_pa,
onirama,"['Pop_rock', 'Rock_music']"
jessy_matador,"['Soukous', 'Hip_hop_music', 'Dancehall', 'Coupé-Décalé', 'Zouk_(musical_movement)', 'Reggae', 'Kuduro']"
master_tempo,
paolo_meneguzzi,
floricienta,
erreway,"['Latin_pop', 'Pop_rock']"
dima_bilan,"['Soul_music', 'Contemporary_R&B', 'Pop_music']"
stromae,"['House_music', 'Hip_hop_music', 'Electronic_music']"
tamta,
sakis_rouvas,
karolina,
giannis_ploutarxos,
chanée_&_n'evergreen,
evridiki,"['Rock_music', 'Pop_music', 'Techno']"
mando,
eric_saade,['Pop_music']
safura,
alkistis_protopsalti,['Éntekhno']
denise_rosenthal,"['Teen_pop', 'Electropop', 'R&B', 'Dance-pop', 'Pop_music']"
christos_dantis,['Liko']
darin,
despoina_olympiou,
yohanna,
kostas_martakis,['Dance_music']
soulthrow,
glee_cast,
the_veronicas,"['Pop_punk', 'Dance-pop', 'Pop_rock', 'Progressive_pop', 'Electropop', 'Pop_music']"
demi_lovato,
lights,
john_mayer,
american_idiot_cast,
nick_jonas_&_the_administration,"['Blues', 'Blue-eyed_soul', 'Blues_rock', 'Soul_music']"
selena_gomez_&_the_scene,"['Electropop', 'Pop_rock', 'Dance-pop']"
all_time_low,"['Emo_pop', 'Pop_punk', 'Alternative_rock', 'Pop_rock', 'Power_pop']"
honor_society,
florence_+_the_machine,
marina_&_the_diamonds,
owl_city,"['Electronica', 'Pop_music', 'Contemporary_Christian_music', 'Synth-pop', 'Indietronica', 'CEDM']"
mitchel_musso,
hey_monday,"['Pop_punk', 'Alternative_rock', 'Pop_rock', 'Power_pop', 'Emo_pop']"
darren_criss,
push_play,['Pop_rock']
the_pierces,"['Psychedelic_pop', 'Alternative_rock', 'Folk_pop', 'Folk_rock', 'Pop_rock', 'Psychedelic_folk', 'Psychedelic_rock', 'Indie_pop']"
sia,
duncan_sheik_&_steven_sater,
esmée_denters,"['Pop_music', 'Contemporary_R&B']"
boyce_avenue,
shakira,
ester_dean,"['Hip_hop_music', 'Pop_music', 'Contemporary_R&B', 'Dance_music']"
the_xx,"['Indie_electronic', 'Contemporary_R&B', 'Dream_pop', 'Electro-rock', 'Indie_pop', 'Indie_rock']"
the_pretty_reckless,"['Hard_rock', 'Alternative_rock', 'Post-grunge']"
engenheiros_do_hawaii,"['Progressive_rock', 'Art_rock', 'Post-punk', 'New_wave_music', 'Alternative_rock']"
ac/dc,"['Heavy_metal_music', 'Rock_and_roll', 'Blues_rock', 'Hard_rock']"
metallica,"['Thrash_metal', 'Heavy_metal_music']"
capital_inicial,"['New_wave_music', 'Post-punk']"
the_white_stripes,"['Garage_rock', 'Blues_rock', 'Indie_rock', 'Punk_blues', 'Alternative_rock']"
black_label_society,"['Heavy_metal_music', 'Groove_metal', 'Biker_metal']"
mark_knopfler,"['Roots_rock', 'Country_rock', 'Celtic_rock', 'Rock_music', 'Blues_rock']"
dire_straits,"['Roots_rock', 'Pub_rock_(United_Kingdom)', 'Blues_rock']"
gotthard,
legião_urbana,
r.e.m.,"['Jangle_pop', 'Alternative_rock', 'College_rock', 'Folk_rock']"
kaiser_chiefs,"['Indie_rock', 'New_wave_music', 'Power_pop', 'Post-punk_revival']"
electric_light_orchestra,"['Progressive_rock', 'Pop_rock', 'Progressive_pop', 'Art_rock']"
johnny_cash,
orishas,
social_distortion,"['Hardcore_punk', 'Cowpunk', 'Punk_rock', 'Pop_punk']"
wim_mertens,"['New-age_music', 'Avant-garde_music', 'Contemporary_classical_music']"
atb,"['Progressive_house', 'Trance_music']"
buena_vista_social_club,"['Danzón', 'Guajira_(music)', 'Son_Cubano_(music)', 'Bolero']"
ozzy_osbourne,
titãs,
apocalyptica,"['Symphonic_metal', 'Heavy_metal_music', 'Neoclassical_metal', 'Alternative_metal']"
era,
eric_clapton,
sacred_spirit,"['Electronic_music', 'Ambient_music', 'World_music', 'New-age_music']"
eagles,
1200_micrograms,
alice_cooper,"['Heavy_metal_music', 'Shock_rock', 'Glam_rock', 'Hard_rock']"
john_lennon,
bruce_springsteen,
the_rolling_stones,"['Blues', 'Rock_music']"
eliades_ochoa,"['Cuban_Trova', 'Cuban_Son', 'Salsa_music', 'Latin_jazz']"
trans-siberian_orchestra,
dj_tiësto,
lulu_santos,"['Electronic_music', 'Reggae', 'Música_popular_brasileira', 'Soul_music', 'Funk']"
nadja,
autechre,"['Intelligent_dance_music', 'Experimental_music', 'Electronic_music', 'Glitch_(music)', 'Techno']"
aidan_baker_&_thisquietarmy,
salem,
carbon_based_lifeforms,"['Ambient_music', 'Psybient', 'Chill_out_music', 'Downtempo']"
boards_of_canada,"['Intelligent_dance_music', 'Electronica', 'Psychedelic_music', 'Downtempo', 'Ambient_music']"
casino_versus_japan,"['Indie_electronic', 'Intelligent_dance_music', 'Downtempo', 'Ambient_techno']"
bill_withers,"['Rhythm_and_blues', 'Smooth_soul', 'Funk', 'Blues_music', 'Soul_music']"
jesu,
boris,
secede,
maximum_the_hormone,"['Metalcore', 'Hardcore_punk', 'Funk_metal', 'Alternative_metal', 'Avant-garde_metal', 'Nu_metal']"
65daysofstatic,"['Instrumental_rock', 'Math_rock', 'Post-rock', 'Experimental_rock', 'Electronic_music']"
arovane,"['Intelligent_dance_music', 'Electronica', 'Ambient_music']"
crystal_castles,"['Electroclash', 'Witch_house_(music_genre)', 'Nintendocore', 'Electropunk', 'Synth-pop']"
??????,
#####,
lake_r?dio,
asian_dub_foundation,"['Trip_hop', 'Drum_and_bass', 'Asian_underground', 'Big_beat']"
the_chemodan,
mono,
16_horsepower,"['Alternative_country', 'Gothic_country']"
multiplex,
ben_frost,
gridlock,
enter_shikari,"['Electronic_rock', 'Alternative_rock', 'Electronicore', 'Post-hardcore']"
isis,
horse_the_band,"['Digital_hardcore', 'Punk_rock', 'Metalcore', 'Nintendocore']"
lazzich,
proem,
electronicmicroanimal,
mooncake,
gastón_arévalo,
sokpb_avabodha,
the_crystal_method,"['Electronica', 'Big_beat', 'Trip_hop', 'Breakbeat', 'Alternative_dance', 'Electronic_rock']"
ochre,
bring_me_the_horizon,"['Alternative_metal', 'Electronic_rock', 'Deathcore', 'Alternative_rock', 'Pop_rock', 'Metalcore']"
gimmik,
fail_emotions,
solar_fields,"['Psybient', 'Ambient_music', 'Progressive_trance', 'Downtempo']"
digitonal,['Electronica']
jackson_and_his_computer_band,
fear_factory,"['Industrial_metal', 'Groove_metal', 'Death_metal']"
mandy_moore,
paulina_rubio,
fey,
dannii_minogue,
belinda,
marie_serneholt,"['Europop', 'Pop_music']"
thalía,
hannah_montana,
a*teens,
gloria_trevi,['Pop_rock']
anna_carina,"['Latin_ballad', 'Pop_music', 'Pop_rock', 'Latin_music_(genre)']"
emily_osment,
geri_halliwell,
junior_caldera_feat_sophie_ellis_bextor,
atomic_kitten,"['Disco', 'Pop_music', 'Dance-pop', 'Europop']"
5ive,
anahí,
five,
darkest_hour,
parkway_drive,"['Heavy_metal_music', 'Metalcore']"
soilwork,"['Melodic_death_metal', 'Metalcore', 'Alternative_metal']"
crematory,
rise_against,"['Melodic_hardcore', 'Punk_rock', 'Hardcore_punk']"
the_black_dahlia_murder,
all_that_remains,
sonic_syndicate,"['Alternative_metal', 'Melodic_death_metal', 'Metalcore']"
dark_tranquillity,['Melodic_death_metal']
as_i_lay_dying,
caliban,
killswitch_engage,['Metalcore']
a_day_to_remember,"['Post-hardcore', 'Metalcore', 'Pop_punk']"
corpus_christi,
36_crazyfists,"['Metalcore', 'Post-hardcore', 'Alternative_metal', 'Nu_metal']"
avatar,
at_the_gates,"['Melodic_death_metal', 'Death_metal']"
amon_amarth,['Melodic_death_metal']
evading_downfall,
august_burns_red,"['Melodic_metalcore', 'Christian_metal', 'Metalcore']"
ensiferum,"['Folk_metal', 'Viking_metal', 'Power_metal', 'Melodic_death_metal']"
whitechapel,
divine_heresy,"['Metalcore', 'Technical_death_metal', 'Groove_metal']"
ignite,
from_a_second_story_window,"['Deathcore', 'Mathcore', 'Metalcore']"
it_prevails,"['Melodic_hardcore', 'Metalcore']"
atreyu,"['Metalcore', 'Post-hardcore', 'Alternative_metal', 'Melodic_metalcore']"
emmure,"['Deathcore', 'Metalcore', 'Nu_metal']"
i_killed_the_prom_queen,['Metalcore']
suffokate,
five_finger_death_punch,"['Alternative_metal', 'Thrash_metal', 'Heavy_metal_music', 'Hard_rock', 'Groove_metal']"
scar_symmetry,"['Progressive_metal', 'Melodic_death_metal']"
butterfly_coma,
eluveitie,"['Celtic_metal', 'Melodic_death_metal', 'Folk_metal']"
debeli_precjednik,
all_shall_perish,['Deathcore']
millencolin,"['Ska_punk', 'Punk_rock', 'Skate_punk']"
slayer,['Thrash_metal']
despised_icon,['Deathcore']
pantera,"['Glam_metal', 'Groove_metal', 'Thrash_metal', 'Heavy_metal_music']"
pain_confessor,"['Metalcore', 'Melodic_death_metal']"
the_dillinger_escape_plan,"['Experimental_metal', 'Metalcore', 'Grindcore', 'Mathcore', 'Progressive_metal']"
lamb_of_god,
the_mercury_arc,
ego_fall,
feed_her_to_the_sharks,['Metalcore']
haste_the_day,"['Christian_metal', 'Metalcore']"
manic_street_preachers,"['Hard_rock', 'Punk_rock', 'Alternative_rock', 'Glam_rock']"
the_stranglers,"['New_wave_music', 'Pub_rock_(United_Kingdom)', 'Post-punk', 'Punk_rock']"
therapy?,
alice_in_chains,"['Hard_rock', 'Alternative_metal', 'Grunge', 'Heavy_metal_music', 'Sludge_metal']"
jane's_addiction,"['Funk_metal', 'Alternative_rock', 'Psychedelic_rock', 'Neo-psychedelia', 'Alternative_metal']"
soundgarden,"['Alternative_rock', 'Heavy_metal_music', 'Grunge', 'Hard_rock', 'Alternative_metal']"
the_clash,"['Post-punk', 'Experimental_rock', 'Punk_rock', 'New_wave_music']"
pj_harvey,"['Avant-rock', 'Folk_rock', 'Punk_blues', 'Indie_rock', 'Alternative_rock', 'Art_rock']"
pixies,
stone_temple_pilots,"['Alternative_metal', 'Alternative_rock', 'Hard_rock', 'Grunge']"
killing_joke,"['Industrial_rock', 'Synth-pop', 'Post-punk', 'New_wave_music', 'Gothic_rock', 'Industrial_metal']"
primal_scream,"['Indie_pop', 'Alternative_dance', 'Electronica', 'House_music', 'Alternative_rock', 'Neo-psychedelia']"
the_velvet_underground,"['Avant-garde_music', 'Art_rock', 'Proto-punk', 'Experimental_rock']"
ministry,
republika,
virgin_prunes,['Post-punk']
nick_cave_and_the_bad_seeds,"['Post-punk', 'Art_rock', 'Gothic_rock', 'Alternative_rock', 'Experimental_rock']"
the_doors,"['Acid_rock', 'Blues_rock', 'Psychedelic_rock']"
afghan_whigs,
skeletal_family,"['Deathrock', 'Gothic_rock', 'Post-punk']"
new_model_army,
closterkeller,['Gothic_rock']
porno_for_pyros,['Alternative_rock']
roxy_music,"['Art_pop', 'New_wave_music', 'Glam_rock', 'Pop_rock', 'Soft_rock', 'Progressive_rock', 'Art_rock']"
bauhaus,
revolting_cocks,
alphaville,
wolfsheim,
can,
nitzer_ebb,"['Electronic_body_music', 'Industrial_dance', 'Electronic_music', 'Industrial_rock']"
kyuss,"['Stoner_rock', 'Heavy_metal_music']"
the_jesus_lizard,"['Noise_rock', 'Post-hardcore', 'Alternative_rock']"
tiamat,
brygada_kryzys,
tracy_chapman,"['Blues_rock', 'Soul_music', 'Folk_music', 'Pop_music']"
dragonette,"['Synth-pop', 'Electropop', 'Dance-pop', 'New_wave_music', 'Dance-rock']"
new_young_pony_club,
siobhan_donaghy,
cyndi_lauper,
kelly_osbourne,
jewel,
dixie_chicks,
kate_miller-heidke,
sneaky_sound_system,"['Electropop', 'Dance_music', 'Electro_house']"
chew_lips,"['Dance-punk', 'Synthpop', 'Electro_music', 'Drone_(music)']"
noisettes,
shakespear's_sister,
tegan_and_sara,"['Indie_rock', 'Synthpop', 'Pop_music', 'Indie_pop', 'Indie_folk']"
missy_higgins,"['Acoustic_music', 'Independent_music']"
annie_lennox,"['Synth-pop', 'Electronica', 'Jazz', 'Pop_rock', 'New_wave_music', 'Contemporary_R&B', 'Pop_music', 'Adult_contemporary_music', 'Blue-eyed_soul', 'Soul_music', 'Rock_music']"
vv_brown,
the_cast_of_buffy_the_vampire_slayer,
amy_winehouse,
rogue_traders,"['New_wave_music', 'Electropop', 'Dance-pop', 'Electronic_rock', 'Pop_rock']"
crowded_house,"['Alternative_rock', 'New_wave_music', 'Jangle_pop', 'Rock_music', 'Pop_rock', 'Indie_rock']"
girls_aloud,
timbaland,
vanessa_hudgens,
delta_goodrem,
john_williams,
rachel_stevens,
carter_burwell,
destiny's_child,
medina,
alexandra_burke,
vanessa_s.,
iron_maiden,['Heavy_metal_music']
megadeth,"['Speed_metal', 'Heavy_metal_music', 'Thrash_metal']"
savatage,"['Heavy_metal_music', 'Power_metal', 'Progressive_metal', 'Symphonic_metal']"
dream_theater,"['Progressive_metal', 'Progressive_rock']"
circle_ii_circle,"['Power_metal', 'Progressive_metal', 'Heavy_metal_music']"
bruce_dickinson,"['Hard_rock', 'Heavy_metal_music']"
children_of_bodom,"['Melodic_death_metal', 'Power_metal']"
angra,
andre_matos,
shaaman,
hangar,
helloween,"['Power_metal', 'Speed_metal']"
viper,
nightwish,"['Folk_metal', 'Symphonic_metal', 'Gothic_metal', 'Power_metal']"
dr._sin,"['Progressive_metal', 'Heavy_metal_music', 'Hard_rock']"
matanza,
wizards,
angel_dust,
bittencourt_project,
kamelot,"['Heavy_metal_music', 'Progressive_metal', 'Symphonic_metal', 'Power_metal']"
stratovarius,"['Symphonic_metal', 'Hard_rock', 'Neoclassical_metal', 'Power_metal', 'Progressive_metal']"
hibria,"['Power_Metal', 'Speed_Metal']"
mindflow,
rage,
tribuzy,"['Heavy_metal_music', 'Power_metal']"
iced_earth,"['Speed_metal', 'Thrash_metal', 'Heavy_metal_music', 'Power_metal']"
nevermore,"['Progressive_metal', 'Heavy_metal_music', 'Thrash_metal', 'Power_metal']"
symphony_x,"['Power_metal', 'Progressive_metal', 'Neoclassical_metal', 'Symphonic_metal']"
journey,
avantasia,"['Progressive_metal', 'Power_metal', 'Hard_rock', 'Symphonic_metal']"
testament,
burning_in_hell,
death,
kiko_loureiro,"['Progressive_metal', 'Jazz_fusion', 'Neoclassical_metal', 'Heavy_metal_music', 'Power_metal', 'Thrash_metal', 'Eurobeat']"
bon_jovi,"['Hard_rock', 'Pop_rock', 'Glam_metal', 'Arena_rock']"
skid_row,
arch_enemy,['Melodic_death_metal']
kreator,"['Thrash_metal', 'Black_metal']"
epica,
yngwie_malmsteen,"['Neoclassical_metal', 'Hard_rock', 'Heavy_metal_music']"
blind_guardian,"['Progressive_metal', 'Power_metal', 'Thrash_metal', 'Symphonic_metal', 'Speed_metal']"
kotipelto,"['Power_metal', 'Heavy_metal_music']"
queen,
outworld,"['Progressive_metal', 'Heavy_metal_music', 'Power_metal']"
tori_amos,"['Alternative_rock', 'Pop_rock', 'Chamber_pop', 'Electronic_music']"
the_cardigans,"['Pop_rock', 'Alternative_rock', 'Indie_rock', 'Indie_pop']"
yanni,"['New-age_music', 'World_music', 'Instrumental']"
the_mars_volta,"['Experimental_rock', 'Progressive_rock']"
bush,
nickelback,"['Hard_rock', 'Alternative_rock', 'Post-grunge', 'Pop_rock', 'Alternative_metal']"
sixpence_none_the_richer,"['Alternative_rock', 'Christian_rock']"
armin_van_buuren,"['Progressive_house', 'Psytrance', 'Dance-pop', 'Progressive_trance', 'Big_room_house', 'Electro_house', 'Uplifting_trance']"
kasabian,"['Alternative_rock', 'Electronica', 'Indie_rock', 'Electronic_rock', 'Space_rock']"
infernal,
zoé,"['Space_rock', 'Alternative_rock', 'Psychedelic_rock', 'Neo-psychedelia']"
t.a.t.u.,
hevia,
amy_studt,"['Pop_music', 'Alternative_rock']"
santana,
agressiva_69,
at_the_drive-in,"['Art_punk', 'Emo', 'Punk_rock', 'Post-hardcore']"
disturbed,
smash_mouth,"['New_wave_music', 'Power_pop', 'Ska_punk', 'Alternative_rock', 'Pop_punk', 'Pop_rock', 'Surf_music']"
yelle,['Electropop']
emilíana_torrini,"['Indie_pop', 'Electronica', 'Alternative_rock', 'Trip_hop']"
foo_fighters,"['Hard_rock', 'Grunge', 'Alternative_rock', 'Post-grunge']"
rodrigo_y_gabriela,"['Acoustic_music', 'Flamenco_nuevo', 'Instrumental_rock']"
tilly_and_the_wall,"['Indie_rock', 'Indie_pop']"
blondie,
frank_sinatra,
"earth,_wind_&_fire","['Disco', 'Jazz', 'Soul_music', 'Electronic_dance_music', 'Funk', 'Rhythm_and_blues', 'Pop_music', 'Rock_music']"
fallulah,"['Indie_pop', 'Folk_music', 'Art_rock']"
the_donnas,"['Rock_music', 'Garage_punk_(fusion_genre)', 'Hard_rock', 'Pop_punk']"
iron_butterfly,"['Hard_rock', 'Acid_rock', 'Psychedelic_rock']"
jem,
chris_rea,"['Electric_blues', 'Pop_rock', 'Soft_rock', 'Blues_rock']"
simple_minds,"['New_wave_music', 'Art_rock', 'Pop_rock', 'Post-punk', 'Alternative_rock', 'Synth-pop']"
howard_jones,
china_crisis,
mike_&_the_mechanics,
the_human_league,"['New_wave_music', 'Synthpop', 'Electronic_music']"
orchestral_manoeuvres_in_the_dark,"['New_wave_music', 'Synth-pop', 'Electronic_music', 'Experimental_music']"
thompson_twins,"['Pop_music', 'Synth-pop', 'New_wave_music', 'Post-punk']"
information_society,
pet_shop_boys,"['Electronic_dance_music', 'Art_pop', 'New_wave_music', 'Dance-pop', 'Synth-pop']"
rick_astley,"['Blue-eyed_soul', 'Dance-pop']"
johnny_hates_jazz,"['New_wave_music', 'Sophisti-pop']"
kim_wilde,"['Pop_music', 'New_wave_music']"
robert_palmer,
the_fixx,"['Rock_music', 'New_wave_music']"
solar_stone,
level_42,"['Sophisti-pop', 'Jazz-funk', 'New_wave_music', 'Synth-pop', 'Dance-rock']"
tiësto,"['Big_room_house', 'Deep_house', 'Future_house', 'Tropical_house', 'Trance_music', 'Progressive_trance', 'Progressive_house', 'Dance-pop', 'Future_bounce', 'Electro_house', 'Bass_house_(music)']"
19,
artista_desconhecido,
kyau_vs._albert,
ultravox,"['New_wave_music', 'Post-punk', 'Synth-pop']"
erasure,"['Synth-pop', 'New_wave_music', 'Dance_music']"
berlin,
novaspace,"['Eurodance', 'Eurotrance']"
the_psychedelic_furs,"['New_wave_music', 'Post-punk', 'Alternative_rock']"
midge_ure,"['Art_rock', 'New_wave_music', 'Post-punk', 'Hard_rock', 'Synthpop']"
yazoo,
oceanlab,"['Progressive_House', 'Intelligent_dance_music', 'Uplifting_trance', 'Progressive_Trance', 'Vocal_trance']"
groove_coverage,"['Eurodance', 'Trance_music', 'Pop_rock', 'Dance-pop']"
dance_nation,
fragma,"['Eurodance', 'House_music', 'Vocal_trance', 'Trance_music']"
ian_van_dahl,
dj_sammy,
sylver,"['Eurodance', 'Trance_music', 'Pop_music']"
heaven_17,"['New_wave_music', 'Electronica', 'Synth-pop']"
anything_box,"['Synthpop', 'Alternative_dance', 'New_wave_music', 'Indie_pop', 'Garage_rock']"
markus_schulz,"['Electronic_dance_music', 'Trance_music']"
topmodelz,
exposé,
jessie_j,
runner_runner,
kerli,
breathe_carolina,"['Electronic_rock', 'Electronic_dance_music', 'Crunkcore', 'Electropop', 'Electronicore']"
anarbor,"['Pop_rock', 'Alternative_rock', 'Pop_punk']"
nicki_minaj,
the_maine,
teen_hearts,
forever_the_sickest_kids,"['Emo_pop', 'Pop_punk', 'Pop_rock', 'Power_pop']"
gloria,
bruno_mars,
boys_like_girls,
slipknot,
fresno,
new_found_glory,"['Alternative_rock', 'Punk_rock', 'Pop_punk', 'Melodic_hardcore', 'Easycore']"
mcfly,"['Alternative_rock', 'Pop_rock', 'Pop_punk_music', 'Synthpop']"
the_kooks,"['Post-punk_revival', 'Britpop', 'Indie_rock', 'Alternative_rock']"
nevada_tan,
mamma_mia!,
alesha_dixon,
pink,
edyta_bartosiewicz,"['Pop_rock', 'Rock_and_roll']"
